Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,IPM
13.64,11,8.16,68.56,High
12.88,6,7.26,66.15,Normal
13.43,7,8.02,66.02,Normal
12.02,7,7.8,64.7,Normal
11.62,5,5.07,59.96,Low
12.91,5,6.67,65.17,Low
12.33,5,6.57,67.48,Low
11.62,5,5.08,67.18,Low
14.22,13,11.05,70.46,High
11.05,7,6.65,65.65,Normal
13.59,10,8.56,66.93,Normal
11.93,7,5.3,59.39,Low
14.19,10,9.79,66.93,High
11.59,9,9.7,67.97,Normal
12.72,7,9.19,69.06,Normal
13.95,10,10.22,68.2,High
10.48,6,4.38,66.27,Low
6.96,5,3.61,64.98,Low
12.17,12,9.91,72.27,High
11.06,8,8.55,59.64,Normal
10.54,6,6.3,64.91,Low
8.74,6,4.82,57.53,Low
7.6,5,4.02,65.8,Low
6.14,5,2.61,64.34,Low
8.28,5,3.63,65.58,Low
11.81,6,8.53,66.26,Normal
12.41,9,8,66.6,Normal
12.78,7,9.18,66.24,Normal
12.73,5,8.6,65.81,Normal
11.78,4,5.65,57.55,Low
3.29,4,0.97,55.12,Low
8.35,4,3.19,66,Low
8.63,4,2.9,63.44,Low
8.83,4,2.58,65.34,Low
5.19,5,1.96,65.61,Low
10.57,5,4.92,65.6,Low
7.36,5,2.64,65.51,Low
9.8,4,3,65.11,Low
15,15,11.55,70.38,Very-High
12.95,11,8.34,71.34,High
14.27,9,9.09,69.64,High
13.25,6,9.07,65,Normal
14.29,8,8.05,67.16,Normal
14.15,7,8.38,64.02,Normal
13.98,7,9.64,67.77,Normal
13.01,8,7.85,68.44,Normal
14.25,10,9.68,68.62,High
14.58,9,9.08,67.72,High
14.7,9,10.14,69.59,High
14.44,9,8.81,66.68,Normal
14.81,8,9.17,70.92,High
14.68,7,8.11,68.61,Normal
13.56,8,8.13,64.65,Normal
13.49,8,7.69,65.12,Normal
13.57,8,8.7,69.28,Normal
14.11,7,8.26,68.89,Normal
13.96,9,8.37,66.88,Normal
13.44,10,9.56,68.99,High
14.53,9,8.86,69.81,High
17.26,16,12.6,71.1,Very-High
13.66,10,10.97,70.21,High
15.19,11,11.06,69.16,High
15.18,10,10.89,71.27,High
14.2,7,7.39,63.69,Normal
13.14,10,9.34,68.61,High
12.13,6,4.94,69.43,Normal
13.15,9,8.11,62.24,Normal
13.1,11,8.7,64.55,Normal
12.66,10,8.29,66.82,Normal
13.66,11,9.65,68.11,High
13.26,12,10.34,69.59,High
12.6,11,9.04,69.6,High
12.56,10,8.47,67.79,Normal
12.75,11,9.18,70.75,High
13.07,10,9.15,68.41,High
12.73,12,9.55,70.97,High
13.32,12,9.92,71.31,High
12.75,11,8.52,68.22,High
12.2,6,5.2,68.24,Normal
13.25,7,9.28,68.69,Normal
13.83,8,8.48,65.27,Normal
13.44,8,9.14,70.87,Normal
12.57,10,8.51,68.08,Normal
12.52,10,7.84,66.38,Normal
12.42,9,9.06,66.77,Normal
13,8,8.67,66.69,Normal
12.97,11,8.71,68.39,High
12.8,11,8.35,69.09,High
12.58,6,6.09,68.98,Normal
12.66,5,6,68.5,Normal
13.13,11,9.91,68.36,High
12.47,11,9.24,62.6,Normal
14.02,12,11.08,72.93,High
12.68,12,10.24,70.47,High
14.72,14,11.37,72.64,Very-High
13.59,10,10.75,71.95,High
14.51,10,10.63,68.73,High
13.71,7,8.41,70.67,Normal
13.95,10,8.76,69.01,High
12.39,6,6.95,64.49,Normal
13.3,9,8.14,70.45,Normal
13.02,10,7.84,67.95,Normal
12.35,10,7.77,65.69,Normal
13.88,10,8.44,69.38,High
13.57,10,7.5,68.23,Normal
13.85,9,8.69,71.83,High
13.27,9,7.97,69.47,Normal
12.78,8,7.66,66.82,Normal
12.69,10,8.15,67.21,Normal
12.41,11,8.25,70.73,High
13.22,8,7.86,67.37,Normal
16.5,14,11.33,73.35,Very-High
14.3,11,11.01,73.14,High
13.15,9,9.94,69.59,High
15.04,10,11.44,72.58,High
14.95,13,11.31,73.91,Very-High
14.24,13,10.46,73.33,High
14.52,12,10.36,69.87,High
13.11,10,8.92,71.19,High
13.27,10,8.31,68.17,Normal
12.32,10,8.16,69.97,Normal
11.89,10,7.19,67.32,Normal
12.16,11,8.44,70.74,High
12.73,12,9.64,70.79,High
13.21,11,9.1,70.35,High
12.82,9,8.37,69.55,Normal
12.83,11,9.21,70.85,High
12.63,9,8.15,69.87,Normal
12.78,7,7.48,67.21,Normal
15.34,14,11.22,71.94,Very-High
12.98,12,9.84,70.55,High
12.9,10,8.23,70.89,High
13.85,9,8.2,69.65,High
11.97,10,7.67,71.04,Normal
12.25,11,7.63,68.94,Normal
12.9,9,7.82,70.26,Normal
12.81,8,8.09,71.02,Normal
11.85,8,6.34,65.86,Normal
12.6,9,7.56,67.87,Normal
12.38,10,7.56,69.77,Normal
12.6,11,8.09,67.42,Normal
14.62,11,10.67,72.43,High
14.77,10,9.84,71.84,High
12.36,10,8,69.41,Normal
12.57,9,8.68,67.83,Normal
11.4,10,7.02,68.22,Normal
11.95,11,7.6,68.38,Normal
12.32,9,8.44,65.5,Normal
11.99,9,7.28,67.59,Normal
11.98,10,7.6,68.33,Normal
11.73,9,7.17,68.55,Normal
11.73,8,7.82,66.49,Normal
12.04,11,7.27,68.65,Normal
12.28,10,7.58,64.96,Normal
12.04,9,7.38,64.56,Normal
11.7,8,6.58,67.88,Normal
11.55,9,6.45,65.21,Normal
14.39,14,10.37,70.32,High
12.89,12,9.71,69.88,High
12.83,8,9.08,66.14,Normal
13.31,13,9.51,68.83,High
13.58,10,8.61,68.84,High
13.59,9,9.01,67.45,Normal
13.55,10,8.05,67.95,Normal
12.84,10,7.85,67.67,Normal
12.96,8,8.24,66.15,Normal
13.26,7,7.9,67.14,Normal
12.71,10,7.88,66.16,Normal
12.3,11,7.89,62.73,Normal
12.68,9,7.92,67.39,Normal
12.97,9,7.14,67.82,Normal
16,13,11.58,69.72,High
12.61,9,7.82,70.18,Normal
12.19,9,7.6,67.09,Normal
12.15,9,6.96,68.04,Normal
12.17,9,7.67,68.87,Normal
12.83,9,7.57,70.31,Normal
12.9,11,7.51,69.46,Normal
12.44,8,8.19,68.71,Normal
12.33,8,7.35,68.95,Normal
11.73,10,7.22,69.59,Normal
12.28,7,7.47,68.53,Normal
12.78,10,8.01,69.44,Normal
11.61,7,6.6,67.71,Normal
11.99,8,7.1,69.56,Normal
11.97,8,7.59,62.85,Normal
14.23,11,10.9,71.01,High
14.29,11,10.61,71.29,High
11.87,12,7.84,70.18,High
12.68,12,8.2,70.73,High
11.83,13,8.15,70.64,High
11.51,12,7.18,69.73,Normal
11.75,12,6.8,70.78,Normal
11.35,11,6.36,67.47,Normal
11.49,11,8.14,71.59,High
12.83,15,9.78,72.86,High
12.82,13,9.81,69.64,High
12.16,11,7.81,70.52,High
12.75,14,8.35,70.21,High
13.88,14,8.71,64.57,High
12.43,11,6.27,61.44,Normal
12.32,11,6.7,66.91,Normal
12.95,17,11.12,73.24,Very-High
14.08,15,9.98,71.93,High
12.95,18,11.05,72.67,Very-High
12.48,12,8.46,68.27,High
13.31,23,11.57,73.93,Very-High
13.43,17,11.64,74.27,Very-High
13.23,16,11.24,73.92,Very-High
12.78,20,10.38,73.45,Very-High
12.61,18,10.69,73.08,High
12.45,10,8.15,72.66,High
12.44,10,7.88,70.86,Normal
12.2,8,6.8,70.49,Normal
11.9,7,6.93,69.7,Normal
12.64,10,8.58,73.26,High
11.8,7,7.5,71.03,Normal
12.48,7,7.13,68.96,Normal
13.67,9,7.6,71.32,Normal
12.07,9,7.36,73.11,Normal
12.22,10,6.62,71.66,Normal
12.19,9,6.91,69.68,Normal
12.94,10,8.17,72.14,High
12.22,9,5.98,71.11,Normal
11.68,10,6.84,71.92,Normal
12.09,11,7.75,70.61,Normal
12.07,11,7.35,71.81,Normal
13.05,11,8.84,73.43,High
11.83,8,7.97,72.03,Normal
12.04,8,7.58,70.84,Normal
13.38,11,10.3,73.21,High
13.4,10,9.53,72.11,High
14.18,16,10.63,74,Very-High
13.09,11,9.89,71.99,High
13.76,15,11.09,74.76,Very-High
13.9,15,10.85,74.17,Very-High
13.77,11,10.94,73.75,High
13.42,9,9.04,71.7,High
13.2,10,8.6,70.59,High
12.63,10,7.35,74.18,High
12.48,10,6.92,73.39,Normal
12.64,11,7.41,73.45,High
11.95,9,7,72.98,Normal
11.42,9,6.28,73.91,Normal
12.91,8,7.34,73.11,Normal
13.48,10,7.7,74.4,High
11.69,10,6.75,71.46,Normal
12.48,9,7.57,73.47,Normal
12.16,12,7.55,75.79,High
13.13,11,8.24,76.67,High
13.81,11,8.84,77.54,High
12.45,9,6.88,76.05,Normal
13.66,11,8.51,77.36,High
12.65,12,7.22,75.6,High
12.28,10,6.67,74.55,Normal
12.14,9,6.46,74.12,Normal
12.05,10,6.95,74.39,Normal
12.3,10,7.18,75.93,High
13.21,10,8.62,76.47,High
12.71,10,7.43,75.71,High
12.86,10,7.48,75.29,High
12.85,11,7.88,75.62,High
12.08,9,6.94,75.47,Normal
12.7,11,7.05,74.3,High
11.88,9,6.62,74.56,Normal
12.17,10,6.74,73.53,Normal
11.91,8,6.32,73.11,Normal
12.34,9,6.7,71.28,Normal
12.02,9,6.19,68.84,Normal
13.8,11,10.31,76.72,High
14.52,14,10.53,77.11,Very-High
15,15,10.4,77.11,Very-High
15.5,14,10.51,77.23,Very-High
12.79,12,8.57,74.25,High
12.9,12,8.3,74.3,High
15.56,13,9.32,74.82,High
14.24,9,8.65,75.12,High
15.03,15,9.35,73.66,High
12.95,9,7,73.92,Normal
16.71,15,10.66,74.69,Very-High
17.05,18,11.44,74.45,Very-High
13.1,11,7.39,70.97,High
12.61,8,7.19,71.52,Normal
13.71,9,7.17,72.43,Normal
12.12,9,7.27,73.35,Normal
13.05,10,8.06,73.74,High
12.44,10,7.27,73.16,Normal
12.87,10,7.68,72.37,High
12.87,9,7.18,72.26,Normal
11.79,8,6.21,69.7,Normal
13.21,9,6.07,68.74,Normal
12.69,11,7.12,70.34,High
12.95,10,5.62,66.27,Normal
13.01,9,6.11,68.73,Normal
12.07,10,5.71,66.71,Normal
12.3,9,6.83,70.01,Normal
14.75,14,10.24,73.82,High
12.53,12,8.18,72.24,High
12.99,10,8.21,72.04,High
12.84,11,7.61,71.25,High
13.13,11,7.57,70.97,High
13.73,11,7.95,72.3,High
12.68,11,6.88,71.92,Normal
12.35,9,6.77,71.07,Normal
12.19,10,6.52,71.01,Normal
13.46,11,7.83,72.04,High
13.71,12,8.96,72.46,High
11.58,8,5.33,69.94,Normal
11.76,8,4.36,67.79,Normal
13.62,8,6.35,67.22,Normal
13.07,8,5.23,70.94,Normal
14.96,11,9.91,73.8,High
14.02,13,9.9,73.36,High
15.4,16,10.16,72.93,Very-High
13.56,11,8.49,70,High
13.59,12,9.1,71.18,High
13.82,13,9.99,73.01,High
14.21,15,11.11,72.59,Very-High
14.78,17,10.46,73.98,Very-High
14.04,12,8.77,72.37,High
12.85,11,8.62,69.64,High
13.42,8,6.72,64.24,Normal
11.93,8,6.21,66.79,Normal
12.8,12,8.27,69.61,High
12.39,10,7.18,64.22,Normal
13.83,14,10.51,71.45,High
13.13,12,9.73,66.43,High
12.65,13,8.62,67.58,High
14.42,15,11.78,72.26,Very-High
13.23,13,8.65,71.68,High
12.61,11,7.95,71.91,High
12.96,14,8.64,73.23,High
13.95,17,10.06,74.71,Very-High
13.71,14,8.92,73.26,High
12.95,11,7.75,70.7,High
12.31,11,7.13,70.05,Normal
12.39,10,5.97,70.05,Normal
12.89,13,7.04,71.36,High
13.98,19,11.16,74.38,Very-High
13.47,10,7.03,65.87,Normal
13.36,11,6.16,66.16,Normal
13.47,9,5.96,65.59,Normal
13.5,9,6.45,65.33,Normal
12.9,9,7.72,66.9,Normal
13.3,8,8.12,66.2,Normal
13.27,8,7.59,65.71,Normal
13.6,11,8.24,67.34,High
12.7,8,5.81,66.5,Normal
15.52,14,9.43,71.24,High
14.98,10,10.3,69.84,High
13.1,7,7.3,66.38,Normal
12.88,7,6.52,66.58,Normal
12.8,9,6.74,64.45,Normal
13.83,7,7.11,63.86,Normal
12.55,6,6.47,65.91,Normal
13.29,6,7.26,66.45,Normal
12.25,7,7.08,63.81,Normal
12.09,6,7.81,60.8,Normal
12.26,7,7.95,66.57,Normal
12.89,7,7.42,64.7,Normal
12.7,7,6.69,66.61,Normal
13.76,8,7.79,64.75,Normal
12.68,8,8.07,67.59,Normal
12.71,7,7.26,66.23,Normal
13.16,6,7.24,63.8,Normal
11.55,7,7.18,66.58,Normal
12.32,6,5.76,67.96,Normal
13.04,6,6.32,68.02,Normal
12.46,8,7.82,66.62,Normal
11.34,5,6.65,67.62,Low
13.12,5,6.06,59.53,Low
12.76,5,6.6,64.52,Low
16.08,13,11.46,68.9,High
12.55,8,7.12,70.18,Normal
12.52,9,6.68,68.5,Normal
12.01,9,6.27,73.28,Normal
12.37,7,7.09,72.34,Normal
12.31,7,6.63,70.54,Normal
11.54,8,6.94,71.05,Normal
11.77,8,7.04,70.69,Normal
11.98,8,6.73,71.29,Normal
12.03,7,7.25,72.12,Normal
11.56,7,6.58,71.24,Normal
11.13,8,6.66,72.56,Normal
11.79,7,5.86,67.71,Normal
13.59,8,6.81,70.04,Normal
14.81,14,9.9,72.41,High
12.87,11,7.57,71.41,High
12.55,10,8.37,69.64,High
12.7,12,8.36,70.43,High
12.68,11,7.9,69.75,High
12.54,10,7.51,68.64,Normal
12.53,11,8.69,66.89,Normal
12.4,9,8.59,71.28,Normal
12.1,8,7.84,71.45,Normal
12.46,10,7.95,69.31,Normal
11.97,9,7.76,69.24,Normal
12.21,10,8.65,65.62,Normal
12.39,9,7.7,67.92,Normal
11.76,10,8.97,70.24,High
12.81,11,9.05,68.06,High
11.73,10,7.45,69.43,Normal
14.93,13,11.42,73.16,Very-High
12.5,12,8,68.23,High
11.95,11,7.38,69.08,Normal
11.83,11,7.19,68.89,Normal
11.99,12,7.29,66.66,Normal
12.37,9,7.32,65.59,Normal
11.85,11,7.54,69.98,Normal
12.07,12,7.72,65.59,Normal
12.18,12,7.8,65.54,Normal
12.83,9,7.36,63.24,Normal
12.53,11,8.57,70.12,High
12.33,11,7.7,69.74,High
12.36,11,7.04,67.37,Normal
13.91,14,9.93,70.75,High
14.79,13,10.93,71.67,High
13.67,11,9.48,73.96,High
12.99,10,8.22,72.28,High
12.88,9,8.07,72.57,High
13.57,10,8.84,71.93,High
12.65,10,9.08,72.76,High
13.3,12,8.98,71.68,High
12.54,11,8.03,71.05,High
12.48,7,7.69,71.56,Normal
14.12,14,10.65,74.18,High
14.66,14,10.46,73.93,High
12.89,16,10.72,73.94,High
12.82,8,8.87,72.5,High
13.27,9,9.04,71.4,High
12.98,9,8.92,72.55,High
12.19,7,8.49,71.35,Normal
12.62,6,7.73,71.27,Normal
13.7,11,9.94,73.88,High
12.68,10,9.24,71.26,High
11.3,10,7.59,68.86,Normal
13.96,12,9.56,70.67,High
12.04,11,7.9,69.6,Normal
12.2,8,9,69.71,Normal
12.08,11,8.84,69.47,High
12.65,11,9.61,71.03,High
11.88,8,8.11,67.21,Normal
11.51,8,8.57,70.14,Normal
11.74,10,8.82,69.77,Normal
12.23,8,7.73,64.19,Normal
11.48,8,7.57,67.51,Normal
14.12,13,11.04,71.52,High
12.26,12,9.65,70.72,High
14.17,11,10.25,71.43,High
12.75,10,10.04,69.97,High
13.13,9,8.52,67.78,Normal
13.04,7,8.14,65.12,Normal
13.22,9,8.06,70.32,Normal
12.89,11,8.98,68.45,High
13.68,8,9.04,70.51,High
12.47,8,7.85,66.37,Normal
12.71,8,7.96,64.71,Normal
13.07,8,8.74,67.59,Normal
12.45,9,7.18,63.57,Normal
11.82,7,8.16,64.61,Normal
12.85,8,8.43,69.15,Normal
12.88,7,8.44,64.21,Normal
12.22,8,8.58,68.77,Normal
16.2,15,11.33,70.31,Very-High
13.34,10,8.02,70.08,High
12.46,8,7.4,68.03,Normal
12.79,10,7.34,67.27,Normal
12.01,11,6.47,70.11,Normal
11.95,8,6.21,65.89,Normal
12.22,10,6.91,66.64,Normal
13.29,9,7.75,70.11,Normal
12.85,9,7.29,66.83,Normal
12.99,10,7.43,68.74,Normal
12.41,11,7.49,66.12,Normal
13.56,10,7.86,68.6,High
12.67,8,6.97,66.5,Normal
12.57,9,7.63,69.02,Normal
13.11,12,6.79,66.79,Normal
12.91,11,7.79,69.15,High
13.2,11,7.84,68.98,High
13.68,10,8.68,70.55,High
13.3,9,7.97,69.84,Normal
13.5,7,7.94,72.8,Normal
12.39,11,7.53,67.9,Normal
12.81,12,8.45,70.03,High
13.35,7,7.76,73.09,Normal
15.55,16,11.09,71.7,Very-High
14.47,13,10.29,70.88,High
15.06,12,10.51,70.49,High
13.53,9,8.69,70.72,High
13.53,7,7.5,67.6,Normal
13.77,8,8.19,69.97,Normal
12.98,10,8.94,69.76,High
12.39,12,8.57,70.38,High
12.23,8,7.73,70.24,Normal
11.82,8,7.54,68.17,Normal
13.15,9,7.72,69.85,Normal
12.09,10,7.67,69.94,Normal
12.74,7,8.54,70.56,Normal
12.33,9,8.81,68.95,Normal
11.89,7,7.18,71.99,Normal
11.59,6,9.17,68.06,Normal
12.13,7,6.76,69.97,Normal
12.35,7,7.28,67.33,Normal
12.56,7,7.07,67.33,Normal
16.2,14,11.69,73.26,Very-High
14.8,10,10.13,70.72,High
13.03,9,7.46,67.45,Normal
12.42,8,6.53,68.25,Normal
12.91,9,6.83,66.98,Normal
12.35,10,6.85,63.25,Normal
13.44,9,8.04,67.95,Normal
12.43,8,6.72,65.36,Normal
14.31,11,10.34,72.02,High
12.59,9,7.5,64.58,Normal
13.58,9,8.25,61.05,Normal
13.02,8,7.24,61.97,Normal
11.58,7,7.22,70.62,Normal
13.14,9,7.53,66.94,Normal
11.59,10,7.68,65.62,Normal
11.71,8,7.23,67.79,Normal
13.92,8,9.58,65.59,Normal
12.27,6,9.39,63.19,Normal
12.62,7,9.49,64.77,Normal
14.14,10,9.3,66.19,High
12.79,10,8.32,66.16,Normal
12.09,7,8.7,62.52,Normal
13.41,8,8.85,61.2,Normal
12.57,9,8.02,58.84,Normal
11.89,6,8,61.87,Normal
12.48,7,7.42,65.92,Normal
16.01,13,11.66,70.12,Very-High
13.89,7,10.18,64.89,Normal
13.62,7,8.72,67.8,Normal
13.07,7,7.88,65.78,Normal
12.93,7,8.65,63.16,Normal
12.66,7,8.57,62.83,Normal
12.76,7,7.62,65.42,Normal
13.58,7,8.37,69.15,Normal
12.73,7,7.97,68.19,Normal
12.41,6,6.96,66.58,Normal
12.14,6,7.44,61.58,Low
15.72,13,11.26,70.5,High
13.91,8,9.63,68.87,Normal
12.53,7,7.27,65.55,Normal
13.85,7,8.51,68.12,Normal
11.76,8,8.09,64.25,Normal
11.05,7,6.75,59.53,Low
11.94,9,7.77,60.15,Normal
13.63,11,8.04,68.22,High
12.56,6,7.15,65.83,Normal
13.21,7,7.83,65.71,Normal
11.8,7,7.63,64.42,Normal
11.32,4,4.94,59.56,Low
12.67,5,6.53,64.93,Low
12.32,5,6.48,67.16,Low
11.33,4,4.97,66.89,Low
14.21,13,10.93,70,High
10.83,7,6.52,65.36,Normal
13.24,10,8.49,66.71,Normal
11.58,7,5.17,58.99,Low
14.17,10,9.6,66.66,High
11.14,9,9.53,67.72,Normal
12.24,7,9.07,68.85,Normal
13.94,9,10,68,High
10.47,6,4.2,65.94,Low
6.59,5,3.51,64.65,Low
11.77,11,9.76,72.06,High
10.99,8,8.32,59.16,Normal
10.53,6,6.29,64.56,Low
8.47,5,4.74,56.88,Low
7.59,4,4.01,65.52,Low
5.79,5,2.49,64.08,Low
8.04,4,3.62,65.3,Low
11.55,6,8.52,66,Normal
12.14,8,7.83,66.35,Normal
12.77,6,8.87,65.99,Normal
12.72,5,8.39,65.53,Normal
11.3,4,5.46,57.18,Low
2.95,4,0.85,54.82,Low
8.01,4,3.18,65.79,Low
8.33,4,2.78,63.14,Low
8.46,4,2.44,65.1,Low
4.93,5,1.95,65.33,Low
10.13,5,4.91,65.32,Low
7.11,5,2.51,65.26,Low
9.79,4,2.99,64.83,Low
14.99,14,11.3,70.15,High
12.91,11,8.17,71.2,High
